reported_date,issue_id,issue_title,issue_description,car_id,car_component
2019_09_28,4e332750-8990-4f97-b1b8-9efe174cf23b,Rattling Noises Under Car,"Rattling noises are coming from under the vehicle, possibly from the exhaust or suspension.",CAR-ID:bf7bb995,Undercarriage
2023_11_26,e09d95bf-06f6-4911-b7c2-731adb18b4bb,Worn Tie Rod Ends,"Tie rod ends are worn, affecting steering and wheel alignment.",CAR-ID:904cb4ef,Steering System
2019_03_04,684d28e0-8dea-4cb9-b7a3-f9b2a68dd756,Faulty Camshaft Position Sensor,"The camshaft position sensor is malfunctioning, affecting engine timing and performance.",CAR-ID:56b02386,Engine
2020_07_08,623e8b69-d3a8-42da-976f-4e0b0c46ddc6,Failing Wheel Hub Assembly,"The wheel hub assembly is damaged, leading to noise and potential wheel loss.",CAR-ID:af3d499e,Wheel Assembly
2019_06_03,dab8d174-1841-4e3e-8809-79d44bf3cda2,Faulty Fuel Injector,"A fuel injector is not delivering fuel properly, affecting engine performance.",CAR-ID:58ace270,Fuel System
2020_06_07,2e7b2961-aef6-4cc6-8646-597fa3b6d71b,Malfunctioning Fuel Level Sensor,The sensor is giving inaccurate fuel level readings to the gauge.,CAR-ID:d2bc4601,Fuel System
2023_07_12,0db6caec-7f49-4b45-9730-d439b02eba03,Cracked Serpentine Belt,The serpentine belt has cracks and is at risk of breaking.,CAR-ID:4ebc178e,Engine Belts
2020_03_27,80ec1228-02f1-449c-8bee-d8c91f953c52,Fading Car Paint,The car's paint is fading or peeling due to sun exposure or age.,CAR-ID:010a8605,Body/Exterior
2022_06_12,32da3a2f-ffb4-4498-a3b3-134cdd5acbb2,Broken Horn,"The car's horn is not functioning, which can be a safety issue.",CAR-ID:010a8605,Electrical System
2022_12_17,1f797ccb-a839-4156-abf0-1a8ac1c71134,Dead Battery,The battery is unable to hold a charge or start the engine.,CAR-ID:83048197,Battery
2020_11_17,01766876-222d-4fd5-86f7-e1808e8532ea,Faulty Throttle Position Sensor,"The sensor is not accurately tracking throttle position, affecting acceleration.",CAR-ID:66376e93,Engine
2020_08_30,07a78f19-0ec8-4d9c-b6d7-0ab430a0eb21,Leaking Axle Seals,"Axle seals are leaking, leading to fluid loss and potential axle damage.",CAR-ID:0a724846,Drivetrain
2022_08_18,28b231d6-7876-456d-856a-eb46714111b8,Failing Wheel Hub Assembly,"The wheel hub assembly is damaged, leading to noise and potential wheel loss.",CAR-ID:ca574ff8,Wheel Assembly
2020_12_03,59e83840-c675-42a9-8a00-b7c910389090,Oil Leak,"Oil is leaking from the engine, potentially leading to low oil levels.",CAR-ID:7d7d9fb6,Engine
2021_05_27,7a95ba27-c4f9-4d40-9913-6fefeb4a716e,Brake Pad Wear,The brake pads have worn down and need replacement.,CAR-ID:dbb33c92,Brakes
2021_10_30,4416920d-14a5-4c13-baa8-394875f261e0,Leaking Struts or Shocks,"Struts or shocks are leaking hydraulic fluid, reducing their effectiveness.",CAR-ID:94db86c7,Suspension
2023_07_27,5a905aec-0363-41ba-9bd5-92e57817b9bd,Failing Windshield Washer Pump,"The pump is not supplying fluid to the windshield, impairing visibility.",CAR-ID:e921169f,Electrical System
2020_08_05,7d34be6b-5051-44fd-a7de-77cf6c2586b9,Failing Clutch Master Cylinder,"The master cylinder for the clutch is failing, leading to clutch engagement issues.",CAR-ID:9ba2ebc5,Clutch
2019_04_15,046b82f9-68d0-47ff-8d83-24ebdf06d290,Power Window Failure,One or more power windows are not opening or closing properly.,CAR-ID:a7addfa0,Electrical System
2022_11_15,d1288f29-0b4f-400d-b554-19049522144e,Clogged Air Filter,"The air filter is dirty or clogged, reducing airflow to the engine.",CAR-ID:904cb4ef,Engine
2022_04_18,01783ea6-eb3a-473b-a51c-f9d0707a4bae,Alternator Failure,The alternator is not charging the battery while the car is running.,CAR-ID:855278a7,Electrical System
2023_11_09,7595d8c6-65ad-402a-b2e0-0b72d457a18c,Failing Gear Selector,The gear selector is not engaging the correct gear or is stuck.,CAR-ID:f3dedc16,Transmission
2021_02_12,eda1e284-73a9-4a72-9e54-9893d1165a58,Failing Turbocharger,"The turbocharger is not boosting engine power as it should, possibly due to leaks or damage.",CAR-ID:290bb9c5,Engine
2022_11_05,306ac8d2-eb05-4535-8c86-cdb9348ea509,Failing Clutch Cable,"The clutch cable is stretched or broken, affecting clutch operation.",CAR-ID:65699dcd,Clutch
2019_08_06,7a6cff23-c11c-4eca-9123-71b8ca49ad99,Failing Fuel Gauge Sensor,"The fuel gauge sensor is inaccurate, leading to incorrect fuel level readings.",CAR-ID:8b9b999c,Fuel System
2023_04_19,2ef245d0-af3b-455d-91bc-cd5064732914,Failing Differential,"The differential is making noise or not functioning properly, affecting handling.",CAR-ID:00213573,Drivetrain
2019_04_10,b363386f-6a09-49d9-bf65-966ba64288c9,Broken Window Regulator,The mechanism that raises and lowers the window is broken.,CAR-ID:661e2e76,Electrical System
2019_11_09,6ee247ed-e78c-4f8e-8935-0735e36e4f61,Faulty Coolant Temperature Sensor,"The sensor is giving inaccurate readings, affecting engine temperature regulation.",CAR-ID:2efbbb9d,Cooling System
2023_07_24,cff7f01c-432f-4bbd-982c-be3364768ca8,Dirty Fuel Injectors,"Fuel injectors are clogged or dirty, affecting engine performance.",CAR-ID:cd0768a5,Fuel System
2020_06_20,93c5c130-dbce-4c19-8ef4-bb24bc18d900,Malfunctioning Fuel Level Sensor,The sensor is giving inaccurate fuel level readings to the gauge.,CAR-ID:e3839683,Fuel System
2023_12_18,36e90b25-8c19-48f9-a17f-ed0195a00246,Blown Head Gasket,"The head gasket is damaged, leading to coolant and oil leaks.",CAR-ID:07397c00,Engine
2020_03_01,c7b23525-bed4-4b2f-9154-31fb10863f26,Failing Drive Belt Tensioner,"The tensioner is not maintaining proper belt tension, leading to slippage and noise.",CAR-ID:612a9b3e,Engine Belts
2021_10_08,cd4dee6e-766b-4d1e-b114-eee7056e35a2,Dirty Fuel Injectors,"Fuel injectors are clogged or dirty, affecting engine performance.",CAR-ID:2c7a598b,Fuel System
2020_04_12,ca759dd7-593b-420f-a5dd-671b74a86cd3,Leaking Brake Fluid,"Brake fluid is leaking from the system, leading to reduced braking power.",CAR-ID:ddc44092,Brakes
2022_05_10,729fb0f6-a2a9-4e47-a53a-60b13ba53b53,Failing Air Flow Meter,"The meter is not accurately measuring the air flow to the engine, affecting performance.",CAR-ID:1cee1d49,Engine
2020_06_22,301c6463-e50e-4f3b-888d-de196cc7a7fd,Failing Fuel Tank Pressure Sensor,The sensor is not accurately measuring fuel vapor pressure in the tank.,CAR-ID:07905f77,Fuel System
2019_05_28,808e4fa9-ca8d-4bc0-8573-f78efcf4cc4f,Leaking Brake Fluid,"Brake fluid is leaking from the system, leading to reduced braking power.",CAR-ID:04a056eb,Brakes
2021_06_06,815260d0-aa50-48fc-bdee-39f5012689bb,Faulty Fuel Pump,The fuel pump is not delivering fuel to the engine efficiently.,CAR-ID:b4bc2cbb,Fuel System
2020_04_15,08dc652d-a522-4411-adb4-ce49665752fd,Cracked Serpentine Belt,The serpentine belt has cracks and is at risk of breaking.,CAR-ID:535f8123,Engine Belts
2022_01_20,45efccc4-260c-4d61-ada1-b65773c29304,Malfunctioning ABS Sensor,"An anti-lock braking system (ABS) sensor is not functioning correctly, affecting braking safety.",CAR-ID:db07c8a9,Brakes
2022_05_25,6e027c93-9d59-4b6f-9886-8d76934a1680,Malfunctioning Seat Heaters,The seat heaters are not working or overheating.,CAR-ID:731344e3,Interior
2024_01_26,82b657d4-6db7-4e8d-9eca-8ff6d5c80397,Damaged Intake Manifold Gasket,"The gasket is leaking, causing air and vacuum leaks.",CAR-ID:550bbd23,Engine
2024_01_30,6320880b-18f0-49b7-9dab-f8ac73a26ac2,Leaking Coolant,"Coolant is leaking from the car, which could lead to overheating.",CAR-ID:f65f79f3,Cooling System
2023_01_13,34ab4ae3-ff9c-4b7e-9fcf-2e25a98f0c07,Defective Airbags,The airbags may not deploy in an accident or have deployed without cause.,CAR-ID:943fa730,Safety System
2023_08_22,ff9e3af6-e527-4d4f-ae63-e869d92b71e4,Broken Window Regulator,The mechanism that raises and lowers the window is broken.,CAR-ID:4093bcdd,Electrical System
2022_01_14,3b1a1964-7463-4322-aa75-d956c10e5a0b,Malfunctioning Idle Control Valve,"The valve is not regulating the engine's idle speed properly, causing stalling or rough idle.",CAR-ID:48bbb201,Engine
2020_09_14,52030784-61d1-4d70-a3b7-789c8620cb80,Failing Clutch Cable,"The clutch cable is stretched or broken, affecting clutch operation.",CAR-ID:e3b689bd,Clutch
2021_11_20,88430e90-ced6-4346-8f77-d872192dce8a,Malfunctioning ABS Sensor,"An anti-lock braking system (ABS) sensor is not functioning correctly, affecting braking safety.",CAR-ID:f4100076,Brakes
2021_04_23,90be985c-fa3a-40d0-9c5a-78b1b3cb1877,Faulty Air Suspension,"The air suspension system is leaking or not operating correctly, affecting ride quality.",CAR-ID:7d899db9,Suspension
2019_11_23,1a1f278b-efd2-4ceb-a432-547fb8eb0817,Failing Gear Selector,The gear selector is not engaging the correct gear or is stuck.,CAR-ID:125e885d,Transmission
2022_06_30,486a24e8-0ba7-41e6-8f24-5e9269329142,Worn Suspension Components,Suspension parts like shocks or struts are worn and need replacement.,CAR-ID:943fa730,Suspension
2020_05_26,599f7e7a-736c-4b37-931c-44656e4b8eec,Faulty Throttle Position Sensor,"The sensor is not accurately tracking throttle position, affecting acceleration.",CAR-ID:49518fb5,Engine
2024_02_07,608ab0a5-c3cb-4c28-a886-451c7028e610,Electrical System Malfunction,Electrical components such as lights or indicators are not working.,CAR-ID:519a472e,Electrical System
2023_03_20,5b09bf33-b366-4951-b15e-876350b6437f,Failing Transmission Shift Solenoid,The solenoid is not shifting gears properly or is stuck.,CAR-ID:e85c3238,Transmission
2019_07_03,c612754d-315a-41f3-9619-bde9eb3111f5,Malfunctioning Headlight Level Sensor,The sensor is not adjusting the headlight beam level correctly.,CAR-ID:51c29061,Electrical System
2021_12_21,d96d4d13-b31c-4699-b1ee-51f2267801bd,Seized Engine,The engine has seized due to overheating or lack of lubrication.,CAR-ID:b4bc2cbb,Engine
2019_11_29,29f134e1-07ee-4961-b527-5bf7fa06b2ea,Loose Fuel Cap,"The fuel cap is not sealing properly, potentially triggering the check engine light.",CAR-ID:85faf96f,Fuel System
2023_08_07,77384f8b-ae20-4016-8423-00073759bc08,Malfunctioning Gearbox Position Sensor,"The sensor is not detecting the correct gear position, leading to shifting issues.",CAR-ID:4b0f3962,Transmission
2020_03_01,b913e4ce-36dc-4770-9d7f-9171c4685b75,Damaged Turbocharger Seals,"The seals in the turbocharger are leaking, causing oil leaks and reduced performance.",CAR-ID:becebbe1,Engine
2021_12_19,11d75dae-943b-4367-a234-2db753873f19,Broken Tail Lights,"One or more tail lights are not functioning, which can be a safety hazard.",CAR-ID:ac2f2a30,Electrical System
2023_03_22,ddbfba92-1fb9-43b0-af6e-6390675bde5b,Failing Transmission Fluid Pump,"The pump is not circulating fluid properly, leading to transmission issues.",CAR-ID:b5e76595,Transmission
2020_01_30,46b66ebb-9351-4a7e-9659-2c32c47cd7b3,Faulty Blower Motor,"The blower motor for the HVAC system is not working, affecting air circulation.",CAR-ID:a635e2f6,HVAC System
2023_03_12,68f66ea8-94a2-4a4e-9ba5-cec1427a2525,Failing Engine Control Module (ECM),"The ECM is malfunctioning, leading to various engine and performance issues.",CAR-ID:afd805e2,Electrical System
2021_03_27,712efd3a-6126-430f-a577-b447cb0be3b3,Broken Coil Springs,A coil spring in the suspension system has snapped or is damaged.,CAR-ID:7a15e123,Suspension
2022_12_07,fb243972-5d26-46bf-aa5e-0b0a54efeff8,Malfunctioning Fuel Pressure Regulator,"The fuel pressure regulator is not maintaining proper fuel pressure, affecting engine performance.",CAR-ID:97a2e84f,Fuel System
2019_06_13,5510bee2-1163-4526-ba5a-c5474915d96a,Failing Clutch Master Cylinder,"The master cylinder for the clutch is failing, leading to clutch engagement issues.",CAR-ID:acd574d7,Clutch
2020_06_03,943a71b5-5354-42aa-94c3-72c06c39e2a6,Stuck Brake Pads,"Brake pads are not releasing from the disc fully, causing drag and wear.",CAR-ID:0f036a85,Brakes
2020_10_29,45e79553-8bef-49e4-8c9a-3d88af1b16f9,Inoperative Cruise Control,The cruise control system is not maintaining set speed or not engaging at all.,CAR-ID:018a6522,Electrical System
2023_09_22,af4b8a4a-9de3-4e2c-921d-83600881009c,Sticking Brake Caliper,"A brake caliper is sticking, causing reduced braking power and uneven wear.",CAR-ID:bf8b3470,Brakes
2024_02_03,4b46d338-d1ef-41ce-af51-f46a4f8ff71d,Failing Clutch Pressure Plate,"The pressure plate is failing, leading to clutch slippage and disengagement issues.",CAR-ID:0803c8c2,Clutch
2020_03_25,616836d3-8883-4996-9d3f-626afb7d9e7f,Broken Horn,"The car's horn is not functioning, which can be a safety issue.",CAR-ID:0a724846,Electrical System
2023_04_02,0d78ba9d-380b-439d-8300-397080b99be0,Stuck Brake Pads,"Brake pads are not releasing from the disc fully, causing drag and wear.",CAR-ID:d86fafad,Brakes
2023_04_09,fb5ffc3a-de9e-421f-81ff-98d156f1b2e1,Malfunctioning Charcoal Canister,"The charcoal canister is clogged or leaking, affecting emissions control.",CAR-ID:d9a10b57,Emissions System
2021_12_05,17ed1e5e-5321-4bc3-8ea3-92787d2c6e38,Exhaust Smoke,"Excessive smoke is coming from the exhaust, indicating possible oil or fuel issues.",CAR-ID:3f5937e5,Exhaust System
2023_03_02,0862e2fe-47df-4a7f-89f0-8744fc8292d6,Failing Transmission Fluid Pump,"The pump is not circulating fluid properly, leading to transmission issues.",CAR-ID:9d04d94b,Transmission
2019_09_25,f74409df-ec46-4270-9723-acfc8e085c13,Dead Battery,The battery is unable to hold a charge or start the engine.,CAR-ID:ae809242,Battery
2019_10_07,4dbf571f-239e-4e01-a7de-e0a2e6cf7eb5,Malfunctioning Car Computer,"The main computer (ECU) is malfunctioning, affecting various engine functions.",CAR-ID:8781e35c,Electrical System
2020_12_29,0ce0a7c7-798b-419b-975f-dca2d3d1eb6b,Deteriorating Hoses,Rubber hoses in the engine bay are cracking or leaking.,CAR-ID:740760a0,Engine
2020_02_25,cb3a188f-1bde-4740-97a0-d970190fa755,Warped Brake Rotors,"The brake rotors are uneven, causing vibration when braking.",CAR-ID:b9421afb,Brakes
2021_08_02,3e6a85c5-7021-47b6-aeca-e6665f46bda1,Damaged Steering Rack Bushings,"The bushings are worn, leading to loose steering and potential leaks.",CAR-ID:5bfe6309,Steering System
2020_11_20,c7e0929a-aab8-4915-ae28-d877bbc6280a,Faulty Fuel Injector,"A fuel injector is not delivering fuel properly, affecting engine performance.",CAR-ID:cdcb4bea,Fuel System
2019_07_07,66df778f-9650-47e4-833c-e8e9d2053ef9,Worn Engine Mounts,"Engine mounts are worn, leading to excessive engine movement and noise.",CAR-ID:4c9b3edf,Engine
2021_08_16,82fe5649-cb97-4618-9b14-479a4a132c62,Leaking Fuel Tank,"The fuel tank has a leak, posing a safety risk and causing fuel loss.",CAR-ID:93b51861,Fuel System
2019_12_29,6756a573-9bed-43b5-8fae-7d4d352b1f5c,Malfunctioning Car Computer,"The main computer (ECU) is malfunctioning, affecting various engine functions.",CAR-ID:fbc800fb,Electrical System
2023_06_08,e30830d6-fdad-4c73-85fb-0a97c7b94478,Failing Engine Timing Sensor,"The sensor is not accurately tracking engine timing, affecting performance.",CAR-ID:ba3e31d6,Engine
2022_10_15,d48132ef-2dff-40d2-99a4-d1819c4bd735,Failing Engine Control Module (ECM),"The ECM is malfunctioning, leading to various engine and performance issues.",CAR-ID:c02de392,Electrical System
2020_10_30,d185b76a-7371-482b-bdbd-3a962faa4818,Malfunctioning Dash Lights,The dashboard lights are flickering or not illuminating properly.,CAR-ID:bdadfc3b,Electrical System
2022_11_18,2400685d-f276-4b2f-85a8-766248a9bf70,Failing Variable Valve Timing (VVT) Solenoid,"The VVT solenoid is malfunctioning, affecting engine timing and performance.",CAR-ID:75a542e0,Engine
2019_07_31,c7fff1f9-1f37-40a9-a053-b9c07439c629,Stalling Engine,"The engine stalls during operation, potentially due to fuel or electrical issues.",CAR-ID:02a43768,Engine
2023_02_26,fb7cea35-4d48-43af-bdc4-23102f81a5f5,Rust and Corrosion,"Parts of the car's body or undercarriage are rusting, which can lead to structural issues.",CAR-ID:17f29fae,Body/Exterior
2020_05_08,c06344d5-70eb-4dc2-92f2-cb7171b147d7,Malfunctioning Traction Control System,"The traction control system is not functioning properly, affecting vehicle stability.",CAR-ID:f7b76a31,Safety System
2020_03_05,8dc84515-041a-4611-ae8c-b69b84e0ce1f,Faulty Brake Booster,"The brake booster is not providing enough power assistance, making braking hard.",CAR-ID:de5a27f4,Brakes
2023_07_29,8b4f735a-cfd6-43b9-b5ff-dd46511d5403,Failing Engine Timing Sensor,"The sensor is not accurately tracking engine timing, affecting performance.",CAR-ID:31055c22,Engine
2022_04_11,16c55295-aadd-499a-9f29-9fa03940ca9e,Loose Fuel Cap,"The fuel cap is not sealing properly, potentially triggering the check engine light.",CAR-ID:d86fafad,Fuel System
2022_02_13,8324740e-873b-4838-b0de-8057b060034e,Cracked Windshield,"The windshield has a crack or chip, which can impair visibility and safety.",CAR-ID:36fb07f6,Body/Exterior
2019_04_05,e73c6b90-8ad3-4c3e-b55c-61669fa5826f,Worn Out Brake Lines,"Brake lines are corroded or damaged, risking a brake fluid leak.",CAR-ID:c76d8f9c,Brakes
2022_09_26,a049466b-9230-44c0-b4c7-c3fe8e6ce9b9,Leaking Axle Seals,"Axle seals are leaking, leading to fluid loss and potential axle damage.",CAR-ID:7d7d9fb6,Drivetrain
2023_05_03,da334963-135a-4360-bcd0-e699535b29e1,Broken Window Regulator,The mechanism that raises and lowers the window is broken.,CAR-ID:37c300a1,Electrical System
2019_10_30,2c892735-824a-4238-831a-b52fea0ef625,Malfunctioning Traction Control System,"The traction control system is not functioning properly, affecting vehicle stability.",CAR-ID:990ce6db,Safety System
2023_07_14,c27cd268-8a98-401a-b866-46da011b35a7,Dead Battery,The battery is unable to hold a charge or start the engine.,CAR-ID:9c55db0b,Battery
2019_11_21,7311dd2c-69a0-454f-899d-382864d4dd31,Seized Engine,The engine has seized due to overheating or lack of lubrication.,CAR-ID:731344e3,Engine
2023_09_30,4d9c00bf-c7bb-4d58-ad57-7bf101e97b1e,Faulty EGR Valve,"The exhaust gas recirculation (EGR) valve is not working properly, affecting emissions and engine performance.",CAR-ID:436edc5e,Exhaust System
2019_02_25,31a30faf-9228-440c-8e8a-21ed2f5ee6a8,Dead Battery,The battery is unable to hold a charge or start the engine.,CAR-ID:b7aa70f1,Battery
2019_05_28,9608283e-f5ca-458a-ad65-da0ec928464d,Malfunctioning Differential Lock,"The differential lock is not engaging or disengaging properly, affecting traction.",CAR-ID:db6af331,Drivetrain
2020_12_04,49b67e9d-d1df-4ee7-9398-55cce7bf98c1,Sticking Brake Caliper,"A brake caliper is sticking, causing reduced braking power and uneven wear.",CAR-ID:e4829070,Brakes
2024_01_13,216fcdd6-1ef5-4e82-ad95-280ea3a63806,Failing Clutch Fork,"The clutch fork is damaged or worn, leading to engagement and disengagement issues.",CAR-ID:140da83f,Clutch
2021_04_24,7f4d961b-53a4-4e68-ade8-45771741e697,Malfunctioning Seat Heaters,The seat heaters are not working or overheating.,CAR-ID:f0b6e2c9,Interior
2022_12_25,fcd8ce1d-fe7f-449e-ba14-7f7a52019c46,Faulty Brake Booster,"The brake booster is not providing enough power assistance, making braking hard.",CAR-ID:a635e2f6,Brakes
2023_02_20,860e3c9c-8ca3-44ce-ba67-6a74acd48723,Damaged Dashboard,The dashboard is cracked or damaged due to sun exposure or age.,CAR-ID:db640482,Interior
2019_05_23,3a6b6e25-1a79-4898-b121-ab13def05b4a,Failing Oil Pump,"The oil pump is not circulating oil properly, risking engine damage due to poor lubrication.",CAR-ID:8781e35c,Engine
2023_12_01,09b91465-7838-4ba8-a4d7-0c8b950248db,Transmission Slipping,The transmission is not staying in gear or shifts unpredictably.,CAR-ID:f5c0d8a5,Transmission
2023_07_22,f0ff036c-e851-4a2e-a978-2186f2003cae,Damaged Oxygen Sensors,"Oxygen sensors are damaged or failing, leading to poor fuel economy and emissions.",CAR-ID:0db5aaed,Exhaust System
2020_04_10,e1b13d6d-a164-4d2c-ab8e-2fe5f8fa8b5f,Malfunctioning Glow Plug Relay,"The relay is not providing power to the glow plugs, causing diesel starting issues.",CAR-ID:4a3989a6,Ignition System
2021_10_23,3ffbb4b1-3494-48d1-9270-cfcf49fd2d9d,Power Window Failure,One or more power windows are not opening or closing properly.,CAR-ID:510d2257,Electrical System
2022_02_17,fa974a05-bb0b-4a68-a930-220e0cc07b57,Malfunctioning Fuel Cap Sensor,The sensor is indicating a loose or missing fuel cap when it's not.,CAR-ID:16c7ee41,Fuel System
2019_08_04,911b26fe-f3a9-43b7-abb5-5ee27a2b6363,Uneven Tire Wear,"Tires are wearing down unevenly, which could indicate alignment issues.",CAR-ID:79a20303,Tires/Suspension
2023_02_08,1336a35f-579c-4a33-b422-b7c016dabebd,Cracked Windshield,"The windshield has a crack or chip, which can impair visibility and safety.",CAR-ID:db0809bd,Body/Exterior
2020_07_02,2dd72d6f-e28f-4e5c-adfe-3efeb1ffb5f4,Malfunctioning ABS Sensor,"An anti-lock braking system (ABS) sensor is not functioning correctly, affecting braking safety.",CAR-ID:bdadfc3b,Brakes
2021_07_25,cb76d6aa-ce59-411f-ada4-02ec82fb2987,Flat Tire,The tire has lost all or most of its air pressure due to a puncture or leak.,CAR-ID:ddc44092,Tire
2022_04_27,45fe0f42-8e19-4c8e-ae64-132e9bf00537,Malfunctioning Glow Plug Relay,"The relay is not providing power to the glow plugs, causing diesel starting issues.",CAR-ID:7b8226e1,Ignition System
2021_05_17,e8180730-b486-49bd-8fa1-a6dc0958c75f,Cracked Serpentine Belt,The serpentine belt has cracks and is at risk of breaking.,CAR-ID:f81e52e3,Engine Belts
2022_01_01,996e435f-b5f7-45a8-aa32-e1ecb54b9702,Leaking Brake Fluid,"Brake fluid is leaking from the system, leading to reduced braking power.",CAR-ID:37881542,Brakes
2022_11_10,f5527eeb-2e86-4720-ae1e-1efc29c250ea,Failing Air Flow Meter,"The meter is not accurately measuring the air flow to the engine, affecting performance.",CAR-ID:bbb6a707,Engine
2020_07_03,c7a9829f-7850-4982-9fda-2976fd936001,Overheating Engine,"The engine temperature exceeds the optimal range, potentially causing damage.",CAR-ID:db07c8a9,Cooling System
2023_05_29,feeee532-2e29-491c-8ee3-736227393332,Fading Car Paint,The car's paint is fading or peeling due to sun exposure or age.,CAR-ID:be9fb861,Body/Exterior
2019_09_02,800768a0-6680-4237-b8cd-6a38cd969175,Damaged CV Joints,"The CV joints are damaged, leading to clicking noises and potential failure while driving.",CAR-ID:555e6710,Drivetrain
2021_05_14,4af3d79f-eb9b-4bdf-b0a7-2f4c896eb1f7,Worn Ball Joints,"Ball joints in the suspension system are worn, affecting handling and wheel alignment.",CAR-ID:cc5f7996,Suspension
2019_11_18,6988f202-7561-44dd-ac62-6513056c57da,Overheating Engine,"The engine temperature exceeds the optimal range, potentially causing damage.",CAR-ID:731344e3,Cooling System
2023_09_29,fc4d9b61-32dd-4613-8c7d-7775d43111d2,Leaking Axle Seals,"Axle seals are leaking, leading to fluid loss and potential axle damage.",CAR-ID:c03549c4,Drivetrain
2022_06_02,824621f1-c3e6-41b8-bb56-8f7a490e5687,Leaking Radiator,"The radiator is leaking coolant, which can lead to engine overheating.",CAR-ID:f4100076,Cooling System
2019_07_01,ed675ad6-f922-47ae-b382-13529515d55c,Check Engine Light,"The check engine light is on, indicating a potential engine issue.",CAR-ID:c2e953f2,Engine
2024_02_15,11e8e7fe-17cb-4d95-87c9-078e4eea1fab,Malfunctioning Fuel Cap Sensor,The sensor is indicating a loose or missing fuel cap when it's not.,CAR-ID:bb991636,Fuel System
2020_08_01,3359fa34-39c7-4b6e-8338-62586ea0f1c9,Failing Fuel Tank Pressure Sensor,The sensor is not accurately measuring fuel vapor pressure in the tank.,CAR-ID:c212cde1,Fuel System
2021_03_31,aaceed84-823d-4e63-a908-d64e380fd58b,Brake Pad Wear,The brake pads have worn down and need replacement.,CAR-ID:85da615a,Brakes
2023_12_06,2faab9c7-2261-44e2-9370-cceadbb99d9e,Failing Alternator Diode,"A diode in the alternator is failing, causing battery drain and electrical issues.",CAR-ID:26ccc0a1,Electrical System
2022_04_22,9cff7162-a23f-4834-a600-cd3fd8c6cc1d,Failing Engine Control Module (ECM),"The ECM is malfunctioning, leading to various engine and performance issues.",CAR-ID:4a3989a6,Electrical System
2020_04_09,df95f0ca-c96b-42cc-a686-74d39eaa71ea,Sticking Brake Caliper,"A brake caliper is sticking, causing reduced braking power and uneven wear.",CAR-ID:8b9b999c,Brakes
2022_08_02,5154a964-6603-4738-ac37-b7d0fef4d424,Failing Hydraulic Lifters,"Hydraulic lifters are worn or failing, causing engine noise and performance issues.",CAR-ID:5d0e9db0,Engine
2023_04_08,4c1abc27-8847-4350-b5a0-2a1bd1a75979,Faulty Transmission Control Module,"The transmission control module is malfunctioning, leading to shifting problems.",CAR-ID:c686edef,Transmission
2019_08_15,6a980ef2-83f5-4e0b-b9a1-3e49c00e5d07,Failing Engine Timing Sensor,"The sensor is not accurately tracking engine timing, affecting performance.",CAR-ID:47c1c150,Engine
2021_04_16,68bbde44-42cd-44d8-b5d5-bc3c4595efc5,Damaged Flexplate,"The flexplate is cracked or damaged, causing starter engagement issues.",CAR-ID:f81e52e3,Engine
2023_03_08,f911d4a5-1626-4c27-8287-e179c341de7f,Failing Air Intake Hose,"The air intake hose is cracked or loose, leading to engine performance issues.",CAR-ID:98086256,Engine
2022_08_11,f5f10449-a31b-412c-92e7-c60f1cef0a4f,Failing Windshield Washer Pump,"The pump is not supplying fluid to the windshield, impairing visibility.",CAR-ID:bdec2b28,Electrical System
2023_04_30,d884fe98-8a14-4f09-9028-30cc4fb51501,Failing Transmission Shift Solenoid,The solenoid is not shifting gears properly or is stuck.,CAR-ID:2c4d248c,Transmission
2021_10_03,b22948bf-da14-4028-8454-e44822e270fb,Failing Fuel Tank Pressure Sensor,The sensor is not accurately measuring fuel vapor pressure in the tank.,CAR-ID:56b02386,Fuel System
2020_07_01,826997c3-05e6-412b-a7dc-ddd9a29c21e4,Failing Catalytic Converter,"The catalytic converter is clogged or damaged, leading to reduced engine performance and increased emissions.",CAR-ID:896d1980,Exhaust System
2023_11_26,1bd06459-53a6-4e32-bd80-d711a455250e,Failing PCV Valve,"The positive crankcase ventilation (PCV) valve is not functioning, affecting emissions and engine performance.",CAR-ID:085ea815,Engine
2021_10_25,05345b89-ef54-4a5b-8c89-626be2791a22,Faulty Wheel Speed Sensor,"A wheel speed sensor is not working, potentially affecting ABS and traction control.",CAR-ID:b96d385c,Brakes
2021_06_19,a3a995bb-dcc9-4f25-b3b9-521c76f16b58,Failing Air Flow Meter,"The meter is not accurately measuring the air flow to the engine, affecting performance.",CAR-ID:b748898d,Engine
2024_02_08,c04ef171-ff2a-435f-a06d-ba8bec42410e,Faulty Wheel Speed Sensor,"A wheel speed sensor is not working, potentially affecting ABS and traction control.",CAR-ID:83c38d08,Brakes
2023_11_03,02261d24-e2d7-4694-90f3-28269fbadedb,Blown Head Gasket,"The head gasket is damaged, leading to coolant and oil leaks.",CAR-ID:b680106e,Engine
2020_03_25,50c7db41-e87f-46b5-81ff-57ef8c8dcb71,Clogged Air Filter,"The air filter is dirty or clogged, reducing airflow to the engine.",CAR-ID:b96d385c,Engine
2022_12_26,2a225446-dd77-409e-9fff-8505771b9d88,Failing Gear Selector,The gear selector is not engaging the correct gear or is stuck.,CAR-ID:9023d0a3,Transmission
